# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset yelp --seed 3 --method outpost --tag C_fview --set use_fview_gate=true
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[yelp] anomaly classes (rotations): [1]
Normal classes: [0] in yelp
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'edge_index', 'x', 'y'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.5296 PR 0.1701 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5454 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 13: test-all ROC 0.5412 PR 0.1839 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5556 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 14: test-all ROC 0.5409 PR 0.1830 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5620 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 15: test-all ROC 0.5408 PR 0.1821 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5669 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 16: test-all ROC 0.5408 PR 0.1812 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5689 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 17: test-all ROC 0.5410 PR 0.1806 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5719 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 18: test-all ROC 0.5410 PR 0.1799 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5732 | tau+ 0.500 | veto 3100
[OUTPOST-v4] epoch 19: test-all ROC 0.5412 PR 0.1793 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5750 | tau+ 0.500 | veto 8538
[OUTPOST-v4] epoch 20: test-all ROC 0.5413 PR 0.1787 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5761 | tau+ 0.500 | veto 8123
[OUTPOST-v4] epoch 21: test-all ROC 0.5415 PR 0.1782 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5766 | tau+ 0.500 | veto 8054
[OUTPOST-v4] epoch 22: test-all ROC 0.5420 PR 0.1781 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5771 | tau+ 0.500 | veto 7888
[OUTPOST-v4] epoch 23: test-all ROC 0.5422 PR 0.1778 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5786 | tau+ 0.500 | veto 7925
[OUTPOST-v4] epoch 24: test-all ROC 0.5426 PR 0.1776 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5784 | tau+ 0.500 | veto 8012
[OUTPOST-v4] epoch 25: test-all ROC 0.5430 PR 0.1776 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5789 | tau+ 0.500 | veto 7962
[OUTPOST-v4] epoch 26: test-all ROC 0.5434 PR 0.1777 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5795 | tau+ 0.500 | veto 8033
[OUTPOST-v4] epoch 27: test-all ROC 0.5438 PR 0.1778 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5798 | tau+ 0.500 | veto 8064
[OUTPOST-v4] epoch 28: test-all ROC 0.5443 PR 0.1781 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5804 | tau+ 0.500 | veto 8171
[OUTPOST-v4] epoch 29: test-all ROC 0.5448 PR 0.1785 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5802 | tau+ 0.500 | veto 8149
[OUTPOST-v4] epoch 30: test-all ROC 0.5454 PR 0.1789 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5804 | tau+ 0.500 | veto 8218
[OUTPOST-v4] epoch 31: test-all ROC 0.5459 PR 0.1794 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5808 | tau+ 0.500 | veto 8082
[OUTPOST-v4] epoch 32: test-all ROC 0.5464 PR 0.1799 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5810 | tau+ 0.500 | veto 8075
[OUTPOST-v4] epoch 33: test-all ROC 0.5470 PR 0.1804 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5805 | tau+ 0.500 | veto 8145
[OUTPOST-v4] epoch 34: test-all ROC 0.5475 PR 0.1811 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5801 | tau+ 0.500 | veto 8493
[OUTPOST-v4] epoch 35: test-all ROC 0.5481 PR 0.1817 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5794 | tau+ 0.500 | veto 8468
[OUTPOST-v4] epoch 36: test-all ROC 0.5486 PR 0.1824 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5788 | tau+ 0.500 | veto 8420
[OUTPOST-v4] epoch 37: test-all ROC 0.5491 PR 0.1830 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5790 | tau+ 0.500 | veto 8425
[OUTPOST-v4] epoch 38: test-all ROC 0.5497 PR 0.1837 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5793 | tau+ 0.500 | veto 8423
[OUTPOST-v4] epoch 39: test-all ROC 0.5502 PR 0.1844 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5795 | tau+ 0.500 | veto 8407
[OUTPOST-v4] epoch 40: test-all ROC 0.5507 PR 0.1851 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5793 | tau+ 0.500 | veto 8395
[OUTPOST-v4] epoch 41: test-all ROC 0.5513 PR 0.1857 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5785 | tau+ 0.500 | veto 8381
[OUTPOST-v4] epoch 42: test-all ROC 0.5518 PR 0.1864 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5781 | tau+ 0.500 | veto 8369
[OUTPOST-v4] epoch 43: test-all ROC 0.5523 PR 0.1870 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5778 | tau+ 0.500 | veto 8350
[OUTPOST-v4] epoch 44: test-all ROC 0.5528 PR 0.1876 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5773 | tau+ 0.500 | veto 8344
[OUTPOST-v4] epoch 45: test-all ROC 0.5533 PR 0.1882 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5762 | tau+ 0.500 | veto 8334
[OUTPOST-v4] epoch 46: test-all ROC 0.5539 PR 0.1888 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5760 | tau+ 0.500 | veto 8338
[OUTPOST-v4] epoch 47: test-all ROC 0.5544 PR 0.1892 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5752 | tau+ 0.500 | veto 8355
[OUTPOST-v4] epoch 48: test-all ROC 0.5549 PR 0.1896 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5757 | tau+ 0.500 | veto 8326
[OUTPOST-v4] epoch 49: test-all ROC 0.5553 PR 0.1900 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5760 | tau+ 0.500 | veto 8306
[OUTPOST-v4] epoch 50: test-all ROC 0.5558 PR 0.1903 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5763 | tau+ 0.500 | veto 8303
[OUTPOST-v4] epoch 51: test-all ROC 0.5562 PR 0.1906 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5768 | tau+ 0.500 | veto 8309
[OUTPOST-v4] epoch 52: test-all ROC 0.5566 PR 0.1908 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5770 | tau+ 0.500 | veto 8307
[OUTPOST-v4] epoch 53: test-all ROC 0.5570 PR 0.1910 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5770 | tau+ 0.500 | veto 8315
[OUTPOST-v4] epoch 54: test-all ROC 0.5574 PR 0.1912 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5771 | tau+ 0.500 | veto 8317
[OUTPOST-v4] epoch 55: test-all ROC 0.5578 PR 0.1913 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5776 | tau+ 0.500 | veto 8316
[OUTPOST-v4] epoch 56: test-all ROC 0.5582 PR 0.1915 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5779 | tau+ 0.500 | veto 8315
[OUTPOST-v4] epoch 57: test-all ROC 0.5586 PR 0.1916 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5787 | tau+ 0.500 | veto 8313
[OUTPOST-v4] epoch 58: test-all ROC 0.5590 PR 0.1918 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5787 | tau+ 0.500 | veto 8321
[OUTPOST-v4] epoch 59: test-all ROC 0.5593 PR 0.1919 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5791 | tau+ 0.500 | veto 8328
[OUTPOST-v4] epoch 60: test-all ROC 0.5597 PR 0.1921 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5795 | tau+ 0.500 | veto 8338
[OUTPOST-v4] epoch 61: test-all ROC 0.5601 PR 0.1923 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5800 | tau+ 0.500 | veto 8342
[OUTPOST-v4] epoch 62: test-all ROC 0.5605 PR 0.1925 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5810 | tau+ 0.500 | veto 8354
[OUTPOST-v4] epoch 63: test-all ROC 0.5609 PR 0.1927 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5812 | tau+ 0.500 | veto 8367
[OUTPOST-v4] epoch 64: test-all ROC 0.5613 PR 0.1930 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5815 | tau+ 0.500 | veto 8361
[OUTPOST-v4] epoch 65: test-all ROC 0.5617 PR 0.1932 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5819 | tau+ 0.500 | veto 8335
[OUTPOST-v4] epoch 66: test-all ROC 0.5621 PR 0.1935 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5823 | tau+ 0.500 | veto 8294
[OUTPOST-v4] epoch 67: test-all ROC 0.5625 PR 0.1938 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5823 | tau+ 0.500 | veto 8264
[OUTPOST-v4] epoch 68: test-all ROC 0.5629 PR 0.1941 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5831 | tau+ 0.500 | veto 8243
[OUTPOST-v4] epoch 69: test-all ROC 0.5633 PR 0.1944 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5832 | tau+ 0.500 | veto 8231
[OUTPOST-v4] epoch 70: test-all ROC 0.5638 PR 0.1947 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5833 | tau+ 0.500 | veto 8219
[OUTPOST-v4] epoch 71: test-all ROC 0.5643 PR 0.1951 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5834 | tau+ 0.500 | veto 8216
[OUTPOST-v4] epoch 72: test-all ROC 0.5648 PR 0.1955 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5840 | tau+ 0.500 | veto 8211
[OUTPOST-v4] epoch 73: test-all ROC 0.5653 PR 0.1959 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5846 | tau+ 0.500 | veto 8208
[OUTPOST-v4] epoch 74: test-all ROC 0.5658 PR 0.1963 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5853 | tau+ 0.500 | veto 8208
[OUTPOST-v4] epoch 75: test-all ROC 0.5664 PR 0.1967 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5855 | tau+ 0.500 | veto 8208
[OUTPOST-v4] epoch 76: test-all ROC 0.5670 PR 0.1971 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5862 | tau+ 0.500 | veto 8207
[OUTPOST-v4] epoch 77: test-all ROC 0.5676 PR 0.1975 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5867 | tau+ 0.500 | veto 8203
[OUTPOST-v4] epoch 78: test-all ROC 0.5683 PR 0.1980 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5874 | tau+ 0.500 | veto 8207
[OUTPOST-v4] epoch 79: test-all ROC 0.5689 PR 0.1984 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5884 | tau+ 0.500 | veto 8201
[OUTPOST-v4] epoch 80: test-all ROC 0.5696 PR 0.1988 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5888 | tau+ 0.500 | veto 8211
[OUTPOST-v4] epoch 81: test-all ROC 0.5703 PR 0.1992 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5891 | tau+ 0.500 | veto 8236
[OUTPOST-v4] epoch 82: test-all ROC 0.5709 PR 0.1995 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5893 | tau+ 0.500 | veto 8265
[OUTPOST-v4] epoch 83: test-all ROC 0.5714 PR 0.1999 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5895 | tau+ 0.500 | veto 8292
[OUTPOST-v4] epoch 84: test-all ROC 0.5719 PR 0.2002 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5897 | tau+ 0.500 | veto 8301
[OUTPOST-v4] epoch 85: test-all ROC 0.5724 PR 0.2005 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5903 | tau+ 0.500 | veto 8312
[OUTPOST-v4] epoch 86: test-all ROC 0.5729 PR 0.2008 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5908 | tau+ 0.500 | veto 8317
[OUTPOST-v4] epoch 87: test-all ROC 0.5734 PR 0.2011 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5909 | tau+ 0.500 | veto 8318
[OUTPOST-v4] epoch 88: test-all ROC 0.5738 PR 0.2014 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5910 | tau+ 0.500 | veto 8337
[OUTPOST-v4] epoch 89: test-all ROC 0.5743 PR 0.2017 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5912 | tau+ 0.500 | veto 8322
[OUTPOST-v4] epoch 90: test-all ROC 0.5748 PR 0.2020 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5922 | tau+ 0.500 | veto 8340
[OUTPOST-v4] epoch 91: test-all ROC 0.5753 PR 0.2024 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5925 | tau+ 0.500 | veto 8339
[OUTPOST-v4] epoch 92: test-all ROC 0.5758 PR 0.2027 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5933 | tau+ 0.500 | veto 8336
[OUTPOST-v4] epoch 93: test-all ROC 0.5764 PR 0.2031 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5940 | tau+ 0.500 | veto 8338
[OUTPOST-v4] epoch 94: test-all ROC 0.5770 PR 0.2034 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5945 | tau+ 0.500 | veto 8333
[OUTPOST-v4] epoch 95: test-all ROC 0.5776 PR 0.2038 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5945 | tau+ 0.500 | veto 8332
[OUTPOST-v4] epoch 96: test-all ROC 0.5782 PR 0.2042 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5954 | tau+ 0.500 | veto 8331
[OUTPOST-v4] epoch 97: test-all ROC 0.5789 PR 0.2047 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5957 | tau+ 0.500 | veto 8327
[OUTPOST-v4] epoch 98: test-all ROC 0.5797 PR 0.2051 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5961 | tau+ 0.500 | veto 8333
[OUTPOST-v4] epoch 99: test-all ROC 0.5804 PR 0.2056 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5977 | tau+ 0.500 | veto 8330
[OUTPOST-v4] epoch 100: test-all ROC 0.5813 PR 0.2061 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5991 | tau+ 0.500 | veto 8338
[OUTPOST-v4] epoch 101: test-all ROC 0.5821 PR 0.2066 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6000 | tau+ 0.500 | veto 8351
[OUTPOST-v4] epoch 102: test-all ROC 0.5831 PR 0.2072 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6014 | tau+ 0.500 | veto 8361
[OUTPOST-v4] epoch 103: test-all ROC 0.5840 PR 0.2077 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6027 | tau+ 0.500 | veto 8362
[OUTPOST-v4] epoch 104: test-all ROC 0.5850 PR 0.2083 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6034 | tau+ 0.500 | veto 8371
[OUTPOST-v4] epoch 105: test-all ROC 0.5859 PR 0.2089 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6043 | tau+ 0.500 | veto 8377
[OUTPOST-v4] epoch 106: test-all ROC 0.5868 PR 0.2095 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6047 | tau+ 0.500 | veto 8392
[OUTPOST-v4] epoch 107: test-all ROC 0.5877 PR 0.2100 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6045 | tau+ 0.500 | veto 8357
[OUTPOST-v4] epoch 108: test-all ROC 0.5885 PR 0.2106 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6052 | tau+ 0.500 | veto 8305
[OUTPOST-v4] epoch 109: test-all ROC 0.5892 PR 0.2111 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6060 | tau+ 0.500 | veto 8271
[OUTPOST-v4] epoch 110: test-all ROC 0.5900 PR 0.2116 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6063 | tau+ 0.500 | veto 8289
[OUTPOST-v4] epoch 111: test-all ROC 0.5907 PR 0.2121 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6065 | tau+ 0.500 | veto 8248
[OUTPOST-v4] epoch 112: test-all ROC 0.5912 PR 0.2125 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6067 | tau+ 0.500 | veto 8220
[OUTPOST-v4] epoch 113: test-all ROC 0.5920 PR 0.2130 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6074 | tau+ 0.500 | veto 8196
[OUTPOST-v4] epoch 114: test-all ROC 0.5933 PR 0.2138 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6087 | tau+ 0.500 | veto 8175
[OUTPOST-v4] epoch 115: test-all ROC 0.5945 PR 0.2146 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6111 | tau+ 0.500 | veto 8158
[OUTPOST-v4] epoch 116: test-all ROC 0.5958 PR 0.2154 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6119 | tau+ 0.500 | veto 8148
[OUTPOST-v4] epoch 117: test-all ROC 0.5971 PR 0.2162 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6133 | tau+ 0.500 | veto 8184
[OUTPOST-v4] epoch 118: test-all ROC 0.5983 PR 0.2170 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6140 | tau+ 0.500 | veto 8221
[OUTPOST-v4] epoch 119: test-all ROC 0.5996 PR 0.2178 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6152 | tau+ 0.500 | veto 8254
[OUTPOST-v4] epoch 120: test-all ROC 0.6009 PR 0.2186 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6167 | tau+ 0.500 | veto 8310
[OUTPOST-v4] epoch 121: test-all ROC 0.6021 PR 0.2194 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6175 | tau+ 0.500 | veto 8429
[OUTPOST-v4] epoch 122: test-all ROC 0.6034 PR 0.2203 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6188 | tau+ 0.500 | veto 8569
[OUTPOST-v4] epoch 123: test-all ROC 0.6046 PR 0.2210 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6190 | tau+ 0.500 | veto 8625
[OUTPOST-v4] epoch 124: test-all ROC 0.6059 PR 0.2218 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6201 | tau+ 0.500 | veto 8590
[OUTPOST-v4] epoch 125: test-all ROC 0.6071 PR 0.2226 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6203 | tau+ 0.500 | veto 8574
[OUTPOST-v4] epoch 126: test-all ROC 0.6083 PR 0.2234 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6217 | tau+ 0.500 | veto 8632
[OUTPOST-v4] epoch 127: test-all ROC 0.6094 PR 0.2242 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6225 | tau+ 0.500 | veto 8716
[OUTPOST-v4] epoch 128: test-all ROC 0.6105 PR 0.2249 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6227 | tau+ 0.500 | veto 8823
[OUTPOST-v4] epoch 129: test-all ROC 0.6116 PR 0.2257 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6239 | tau+ 0.500 | veto 8796
[OUTPOST-v4] epoch 130: test-all ROC 0.6127 PR 0.2265 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6253 | tau+ 0.500 | veto 8862
[OUTPOST-v4] epoch 131: test-all ROC 0.6139 PR 0.2273 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6264 | tau+ 0.500 | veto 8793
[OUTPOST-v4] epoch 132: test-all ROC 0.6153 PR 0.2283 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6281 | tau+ 0.500 | veto 8703
[OUTPOST-v4] epoch 133: test-all ROC 0.6167 PR 0.2292 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6299 | tau+ 0.500 | veto 8713
[OUTPOST-v4] epoch 134: test-all ROC 0.6183 PR 0.2303 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6314 | tau+ 0.500 | veto 8813
[OUTPOST-v4] epoch 135: test-all ROC 0.6198 PR 0.2313 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6321 | tau+ 0.500 | veto 8919
[OUTPOST-v4] epoch 136: test-all ROC 0.6213 PR 0.2323 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6335 | tau+ 0.500 | veto 9020
[OUTPOST-v4] epoch 137: test-all ROC 0.6227 PR 0.2332 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6345 | tau+ 0.500 | veto 9150
