# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset yelp --seed 2 --method outpost --tag C_fview --set use_fview_gate=true
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[yelp] anomaly classes (rotations): [1]
Normal classes: [0] in yelp
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'x', 'y', 'edge_index'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.5285 PR 0.1615 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4577 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 18: test-all ROC 0.5203 PR 0.1556 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4367 | tau+ 0.500 | veto 9002
[OUTPOST-v4] epoch 19: test-all ROC 0.5218 PR 0.1560 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4390 | tau+ 0.500 | veto 8878
[OUTPOST-v4] epoch 20: test-all ROC 0.5232 PR 0.1564 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4404 | tau+ 0.500 | veto 9061
[OUTPOST-v4] epoch 21: test-all ROC 0.5246 PR 0.1568 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4433 | tau+ 0.500 | veto 9151
[OUTPOST-v4] epoch 22: test-all ROC 0.5258 PR 0.1572 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4452 | tau+ 0.500 | veto 9448
[OUTPOST-v4] epoch 23: test-all ROC 0.5269 PR 0.1575 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4472 | tau+ 0.500 | veto 9386
[OUTPOST-v4] epoch 24: test-all ROC 0.5278 PR 0.1578 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4480 | tau+ 0.500 | veto 9580
[OUTPOST-v4] epoch 25: test-all ROC 0.5286 PR 0.1580 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4478 | tau+ 0.500 | veto 9731
[OUTPOST-v4] epoch 26: test-all ROC 0.5292 PR 0.1582 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4487 | tau+ 0.500 | veto 9559
[OUTPOST-v4] epoch 27: test-all ROC 0.5298 PR 0.1584 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4499 | tau+ 0.500 | veto 9347
[OUTPOST-v4] epoch 28: test-all ROC 0.5302 PR 0.1585 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4505 | tau+ 0.500 | veto 9430
[OUTPOST-v4] epoch 29: test-all ROC 0.5304 PR 0.1586 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4510 | tau+ 0.500 | veto 9381
[OUTPOST-v4] epoch 30: test-all ROC 0.5306 PR 0.1587 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4503 | tau+ 0.500 | veto 9450
[OUTPOST-v4] epoch 31: test-all ROC 0.5307 PR 0.1587 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4505 | tau+ 0.500 | veto 9442
[OUTPOST-v4] epoch 32: test-all ROC 0.5307 PR 0.1587 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4508 | tau+ 0.500 | veto 9519
[OUTPOST-v4] epoch 33: test-all ROC 0.5308 PR 0.1587 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4497 | tau+ 0.500 | veto 9536
[OUTPOST-v4] epoch 34: test-all ROC 0.5308 PR 0.1588 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4507 | tau+ 0.500 | veto 9467
[OUTPOST-v4] epoch 35: test-all ROC 0.5308 PR 0.1588 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4512 | tau+ 0.500 | veto 9952
[OUTPOST-v4] epoch 36: test-all ROC 0.5308 PR 0.1588 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4506 | tau+ 0.500 | veto 10246
[OUTPOST-v4] epoch 37: test-all ROC 0.5310 PR 0.1589 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4512 | tau+ 0.500 | veto 10379
[OUTPOST-v4] epoch 38: test-all ROC 0.5313 PR 0.1591 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4517 | tau+ 0.500 | veto 10439
[OUTPOST-v4] epoch 39: test-all ROC 0.5318 PR 0.1593 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4537 | tau+ 0.500 | veto 10505
[OUTPOST-v4] epoch 40: test-all ROC 0.5327 PR 0.1596 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4562 | tau+ 0.500 | veto 10495
[OUTPOST-v4] epoch 41: test-all ROC 0.5338 PR 0.1600 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4587 | tau+ 0.500 | veto 10479
[OUTPOST-v4] epoch 42: test-all ROC 0.5349 PR 0.1604 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4608 | tau+ 0.500 | veto 10468
[OUTPOST-v4] epoch 43: test-all ROC 0.5360 PR 0.1607 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4636 | tau+ 0.500 | veto 10450
[OUTPOST-v4] epoch 44: test-all ROC 0.5369 PR 0.1610 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4649 | tau+ 0.500 | veto 10399
[OUTPOST-v4] epoch 45: test-all ROC 0.5376 PR 0.1612 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4672 | tau+ 0.500 | veto 10403
[OUTPOST-v4] epoch 46: test-all ROC 0.5381 PR 0.1614 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4685 | tau+ 0.500 | veto 10384
[OUTPOST-v4] epoch 47: test-all ROC 0.5385 PR 0.1615 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4697 | tau+ 0.500 | veto 10412
[OUTPOST-v4] epoch 48: test-all ROC 0.5388 PR 0.1616 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4702 | tau+ 0.500 | veto 10427
[OUTPOST-v4] epoch 49: test-all ROC 0.5390 PR 0.1617 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4710 | tau+ 0.500 | veto 10438
[OUTPOST-v4] epoch 50: test-all ROC 0.5390 PR 0.1617 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4711 | tau+ 0.500 | veto 10462
[OUTPOST-v4] epoch 51: test-all ROC 0.5389 PR 0.1617 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4709 | tau+ 0.500 | veto 10489
[OUTPOST-v4] epoch 52: test-all ROC 0.5387 PR 0.1617 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4705 | tau+ 0.500 | veto 10517
[OUTPOST-v4] epoch 53: test-all ROC 0.5387 PR 0.1616 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4702 | tau+ 0.500 | veto 10544
[OUTPOST-v4] epoch 54: test-all ROC 0.5388 PR 0.1616 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4707 | tau+ 0.500 | veto 10508
[OUTPOST-v4] epoch 55: test-all ROC 0.5392 PR 0.1617 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4715 | tau+ 0.500 | veto 10448
[OUTPOST-v4] epoch 56: test-all ROC 0.5398 PR 0.1618 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4725 | tau+ 0.500 | veto 10463
[OUTPOST-v4] epoch 57: test-all ROC 0.5404 PR 0.1620 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4730 | tau+ 0.500 | veto 10458
[OUTPOST-v4] epoch 58: test-all ROC 0.5411 PR 0.1622 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4744 | tau+ 0.500 | veto 10411
[OUTPOST-v4] epoch 59: test-all ROC 0.5419 PR 0.1624 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4757 | tau+ 0.500 | veto 10454
[OUTPOST-v4] epoch 60: test-all ROC 0.5426 PR 0.1626 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4765 | tau+ 0.500 | veto 10508
[OUTPOST-v4] epoch 61: test-all ROC 0.5435 PR 0.1629 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4774 | tau+ 0.500 | veto 10540
[OUTPOST-v4] epoch 62: test-all ROC 0.5443 PR 0.1632 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4790 | tau+ 0.500 | veto 10550
[OUTPOST-v4] epoch 63: test-all ROC 0.5452 PR 0.1635 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4803 | tau+ 0.500 | veto 10563
[OUTPOST-v4] epoch 64: test-all ROC 0.5460 PR 0.1638 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4821 | tau+ 0.500 | veto 10565
[OUTPOST-v4] epoch 65: test-all ROC 0.5469 PR 0.1641 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4831 | tau+ 0.500 | veto 10571
[OUTPOST-v4] epoch 66: test-all ROC 0.5477 PR 0.1644 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4840 | tau+ 0.500 | veto 10578
[OUTPOST-v4] epoch 67: test-all ROC 0.5485 PR 0.1648 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4855 | tau+ 0.500 | veto 10589
[OUTPOST-v4] epoch 68: test-all ROC 0.5495 PR 0.1651 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4862 | tau+ 0.500 | veto 10596
[OUTPOST-v4] epoch 69: test-all ROC 0.5505 PR 0.1656 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4878 | tau+ 0.500 | veto 10594
[OUTPOST-v4] epoch 70: test-all ROC 0.5517 PR 0.1660 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4887 | tau+ 0.500 | veto 10589
[OUTPOST-v4] epoch 71: test-all ROC 0.5529 PR 0.1665 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4904 | tau+ 0.500 | veto 10558
[OUTPOST-v4] epoch 72: test-all ROC 0.5542 PR 0.1670 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4935 | tau+ 0.500 | veto 10524
[OUTPOST-v4] epoch 73: test-all ROC 0.5556 PR 0.1675 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4954 | tau+ 0.500 | veto 10482
[OUTPOST-v4] epoch 74: test-all ROC 0.5569 PR 0.1679 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4963 | tau+ 0.500 | veto 10443
[OUTPOST-v4] epoch 75: test-all ROC 0.5580 PR 0.1684 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4967 | tau+ 0.500 | veto 10397
[OUTPOST-v4] epoch 76: test-all ROC 0.5591 PR 0.1688 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4973 | tau+ 0.500 | veto 10347
[OUTPOST-v4] epoch 77: test-all ROC 0.5600 PR 0.1692 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4991 | tau+ 0.500 | veto 10302
[OUTPOST-v4] epoch 78: test-all ROC 0.5609 PR 0.1695 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4995 | tau+ 0.500 | veto 10260
[OUTPOST-v4] epoch 79: test-all ROC 0.5618 PR 0.1699 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5003 | tau+ 0.500 | veto 10223
[OUTPOST-v4] epoch 80: test-all ROC 0.5626 PR 0.1703 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5020 | tau+ 0.500 | veto 10196
[OUTPOST-v4] epoch 81: test-all ROC 0.5635 PR 0.1707 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5031 | tau+ 0.500 | veto 10153
[OUTPOST-v4] epoch 82: test-all ROC 0.5644 PR 0.1711 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5039 | tau+ 0.500 | veto 10127
[OUTPOST-v4] epoch 83: test-all ROC 0.5653 PR 0.1715 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5055 | tau+ 0.500 | veto 10105
[OUTPOST-v4] epoch 84: test-all ROC 0.5662 PR 0.1720 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5072 | tau+ 0.500 | veto 10066
[OUTPOST-v4] epoch 85: test-all ROC 0.5672 PR 0.1724 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5077 | tau+ 0.500 | veto 10032
[OUTPOST-v4] epoch 86: test-all ROC 0.5682 PR 0.1728 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5094 | tau+ 0.500 | veto 10012
[OUTPOST-v4] epoch 87: test-all ROC 0.5692 PR 0.1732 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5107 | tau+ 0.500 | veto 10026
[OUTPOST-v4] epoch 88: test-all ROC 0.5702 PR 0.1737 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5123 | tau+ 0.500 | veto 10044
[OUTPOST-v4] epoch 89: test-all ROC 0.5712 PR 0.1741 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5131 | tau+ 0.500 | veto 10065
[OUTPOST-v4] epoch 90: test-all ROC 0.5723 PR 0.1746 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5145 | tau+ 0.500 | veto 10085
[OUTPOST-v4] epoch 91: test-all ROC 0.5733 PR 0.1751 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5156 | tau+ 0.500 | veto 10115
[OUTPOST-v4] epoch 92: test-all ROC 0.5743 PR 0.1756 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5162 | tau+ 0.500 | veto 10136
[OUTPOST-v4] epoch 93: test-all ROC 0.5753 PR 0.1761 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5189 | tau+ 0.500 | veto 10149
[OUTPOST-v4] epoch 94: test-all ROC 0.5764 PR 0.1766 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5203 | tau+ 0.500 | veto 10167
[OUTPOST-v4] epoch 95: test-all ROC 0.5774 PR 0.1771 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5228 | tau+ 0.500 | veto 10167
[OUTPOST-v4] epoch 96: test-all ROC 0.5785 PR 0.1777 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5246 | tau+ 0.500 | veto 10161
[OUTPOST-v4] epoch 97: test-all ROC 0.5797 PR 0.1782 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5265 | tau+ 0.500 | veto 10156
[OUTPOST-v4] epoch 98: test-all ROC 0.5808 PR 0.1788 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5281 | tau+ 0.500 | veto 10135
[OUTPOST-v4] epoch 99: test-all ROC 0.5820 PR 0.1795 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5298 | tau+ 0.500 | veto 10121
[OUTPOST-v4] epoch 100: test-all ROC 0.5832 PR 0.1802 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5309 | tau+ 0.500 | veto 10117
[OUTPOST-v4] epoch 101: test-all ROC 0.5844 PR 0.1809 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5332 | tau+ 0.500 | veto 10091
[OUTPOST-v4] epoch 102: test-all ROC 0.5856 PR 0.1816 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5354 | tau+ 0.500 | veto 10067
[OUTPOST-v4] epoch 103: test-all ROC 0.5868 PR 0.1824 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5369 | tau+ 0.500 | veto 10080
[OUTPOST-v4] epoch 104: test-all ROC 0.5879 PR 0.1831 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5385 | tau+ 0.500 | veto 10079
[OUTPOST-v4] epoch 105: test-all ROC 0.5890 PR 0.1839 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5403 | tau+ 0.500 | veto 10021
[OUTPOST-v4] epoch 106: test-all ROC 0.5901 PR 0.1846 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5411 | tau+ 0.500 | veto 9969
[OUTPOST-v4] epoch 107: test-all ROC 0.5912 PR 0.1855 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5428 | tau+ 0.500 | veto 9954
[OUTPOST-v4] epoch 108: test-all ROC 0.5924 PR 0.1863 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5445 | tau+ 0.500 | veto 9959
[OUTPOST-v4] epoch 109: test-all ROC 0.5937 PR 0.1872 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5461 | tau+ 0.500 | veto 9962
[OUTPOST-v4] epoch 110: test-all ROC 0.5950 PR 0.1883 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5485 | tau+ 0.500 | veto 10097
[OUTPOST-v4] epoch 111: test-all ROC 0.5964 PR 0.1893 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5503 | tau+ 0.500 | veto 10215
[OUTPOST-v4] epoch 112: test-all ROC 0.5977 PR 0.1904 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5527 | tau+ 0.500 | veto 10073
[OUTPOST-v4] epoch 113: test-all ROC 0.5990 PR 0.1915 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5551 | tau+ 0.500 | veto 9898
[OUTPOST-v4] epoch 114: test-all ROC 0.6004 PR 0.1927 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5567 | tau+ 0.500 | veto 9754
[OUTPOST-v4] epoch 115: test-all ROC 0.6017 PR 0.1939 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5594 | tau+ 0.500 | veto 9704
[OUTPOST-v4] epoch 116: test-all ROC 0.6030 PR 0.1951 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5612 | tau+ 0.500 | veto 9725
[OUTPOST-v4] epoch 117: test-all ROC 0.6042 PR 0.1963 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5631 | tau+ 0.500 | veto 9762
[OUTPOST-v4] epoch 118: test-all ROC 0.6054 PR 0.1975 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5657 | tau+ 0.500 | veto 9866
[OUTPOST-v4] epoch 119: test-all ROC 0.6066 PR 0.1988 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5685 | tau+ 0.500 | veto 9821
[OUTPOST-v4] epoch 120: test-all ROC 0.6078 PR 0.2002 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5702 | tau+ 0.500 | veto 9857
[OUTPOST-v4] epoch 121: test-all ROC 0.6090 PR 0.2016 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5725 | tau+ 0.500 | veto 9870
[OUTPOST-v4] epoch 122: test-all ROC 0.6102 PR 0.2030 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5735 | tau+ 0.500 | veto 9964
[OUTPOST-v4] epoch 123: test-all ROC 0.6114 PR 0.2045 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5761 | tau+ 0.500 | veto 10014
[OUTPOST-v4] epoch 124: test-all ROC 0.6125 PR 0.2060 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5786 | tau+ 0.500 | veto 10049
[OUTPOST-v4] epoch 125: test-all ROC 0.6136 PR 0.2076 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5796 | tau+ 0.500 | veto 9996
[OUTPOST-v4] epoch 126: test-all ROC 0.6147 PR 0.2091 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5816 | tau+ 0.500 | veto 10131
[OUTPOST-v4] epoch 127: test-all ROC 0.6158 PR 0.2108 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5836 | tau+ 0.500 | veto 10235
[OUTPOST-v4] epoch 128: test-all ROC 0.6169 PR 0.2126 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5855 | tau+ 0.500 | veto 10285
[OUTPOST-v4] epoch 129: test-all ROC 0.6179 PR 0.2143 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5866 | tau+ 0.500 | veto 10359
[OUTPOST-v4] epoch 130: test-all ROC 0.6189 PR 0.2161 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5880 | tau+ 0.500 | veto 10415
[OUTPOST-v4] epoch 131: test-all ROC 0.6198 PR 0.2178 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5901 | tau+ 0.500 | veto 10423
[OUTPOST-v4] epoch 132: test-all ROC 0.6207 PR 0.2196 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5918 | tau+ 0.500 | veto 10293
[OUTPOST-v4] epoch 133: test-all ROC 0.6216 PR 0.2213 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5943 | tau+ 0.500 | veto 10137
[OUTPOST-v4] epoch 134: test-all ROC 0.6225 PR 0.2229 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5963 | tau+ 0.500 | veto 9975
[OUTPOST-v4] epoch 135: test-all ROC 0.6234 PR 0.2245 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6001 | tau+ 0.500 | veto 9797
[OUTPOST-v4] epoch 136: test-all ROC 0.6244 PR 0.2260 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6027 | tau+ 0.500 | veto 9754
[OUTPOST-v4] epoch 137: test-all ROC 0.6253 PR 0.2274 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6047 | tau+ 0.500 | veto 9755
